"","monitoring_period","date","site","plot_id","treatment","replicate_number","tag_color","source_population","parent_number","observer","number_gravels_remaining","number_gravels_with_kelp","length_mm","holdfast_diameter_mm","urchins","notes","days_old","total_length_cm","parent_temp_days","site_temp_days","site_plot_id","site_replicate","transplant"
"1210","third",2023-06-26,"cool","2W2","2W","2","orange","warm","two","Clay Steell",NA,0,NA,NA,7,"7 urchins","140",NA,"two_warm_140","cool_warm_140","cool_2W2","cool_2","cool_warm"
"1212","third",2023-06-26,"cool","10C3","10C","3","green","cool","ten","Lauren Dykman",9,0,NA,NA,3,"3 urchins. Other brown kelp. Signs of holdfast eaten.","140",NA,"ten_cool_140","cool_cool_140","cool_10C3","cool_3","cool_cool"
"1213","third",2023-06-26,"cool","10C3","10C","3","green","cool","ten","Lauren Dykman",9,0,NA,NA,3,"3 urchins. Other brown kelp. Signs of holdfast eaten.","140",NA,"ten_cool_140","cool_cool_140","cool_10C3","cool_3","cool_cool"
"1214","third",2023-06-26,"cool","10C3","10C","3","green","cool","ten","Lauren Dykman",9,0,NA,NA,3,"3 urchins. Other brown kelp. Signs of holdfast eaten.","140",NA,"ten_cool_140","cool_cool_140","cool_10C3","cool_3","cool_cool"
"1215","third",2023-06-26,"cool","10C3","10C","3","green","cool","ten","Lauren Dykman",9,0,NA,NA,3,"3 urchins. Other brown kelp. Signs of holdfast eaten.","140",NA,"ten_cool_140","cool_cool_140","cool_10C3","cool_3","cool_cool"
"1216","third",2023-06-26,"cool","10C3","10C","3","green","cool","ten","Lauren Dykman",9,0,NA,NA,3,"3 urchins. Other brown kelp. Signs of holdfast eaten.","140",NA,"ten_cool_140","cool_cool_140","cool_10C3","cool_3","cool_cool"
"1217","third",2023-06-26,"cool","10W3","10W","3","red","warm","ten","Lauren Dykman",13,0,NA,NA,4,"4 urchins","140",NA,"ten_warm_140","cool_warm_140","cool_10W3","cool_3","cool_warm"
"1218","third",2023-06-26,"cool","10W3","10W","3","red","warm","ten","Lauren Dykman",13,0,NA,NA,4,"4 urchins","140",NA,"ten_warm_140","cool_warm_140","cool_10W3","cool_3","cool_warm"
"1219","third",2023-06-26,"cool","10W3","10W","3","red","warm","ten","Lauren Dykman",13,0,NA,NA,4,"4 urchins","140",NA,"ten_warm_140","cool_warm_140","cool_10W3","cool_3","cool_warm"
"1220","third",2023-06-26,"cool","10W3","10W","3","red","warm","ten","Lauren Dykman",13,0,NA,NA,4,"4 urchins","140",NA,"ten_warm_140","cool_warm_140","cool_10W3","cool_3","cool_warm"
"1221","third",2023-06-26,"cool","10W3","10W","3","red","warm","ten","Lauren Dykman",13,0,NA,NA,4,"4 urchins","140",NA,"ten_warm_140","cool_warm_140","cool_10W3","cool_3","cool_warm"
"1222","third",2023-06-26,"cool","2C3","2C","3","blue","cool","two","Lauren Dykman",10,0,NA,NA,2,"2 urchins","140",NA,"two_cool_140","cool_cool_140","cool_2C3","cool_3","cool_cool"
"1223","third",2023-06-26,"cool","2C3","2C","3","blue","cool","two","Lauren Dykman",10,0,NA,NA,2,"2 urchins","140",NA,"two_cool_140","cool_cool_140","cool_2C3","cool_3","cool_cool"
"1224","third",2023-06-26,"cool","2C3","2C","3","blue","cool","two","Lauren Dykman",10,0,NA,NA,2,"2 urchins","140",NA,"two_cool_140","cool_cool_140","cool_2C3","cool_3","cool_cool"
"1225","third",2023-06-26,"cool","2C3","2C","3","blue","cool","two","Lauren Dykman",10,0,NA,NA,2,"2 urchins","140",NA,"two_cool_140","cool_cool_140","cool_2C3","cool_3","cool_cool"
"1226","third",2023-06-26,"cool","2C3","2C","3","blue","cool","two","Lauren Dykman",10,0,NA,NA,2,"2 urchins","140",NA,"two_cool_140","cool_cool_140","cool_2C3","cool_3","cool_cool"
"1227","third",2023-06-26,"cool","2W3","2W","3","orange","warm","two","Clay Steell",14,1,6,37,4,"4 urchins, covered in Desmarestia. 0 bulbs, 1 blade. No blade collected.","140",0.6,"two_warm_140","cool_warm_140","cool_2W3","cool_3","cool_warm"
"1228","third",2023-06-26,"cool","2W3","2W","3","orange","warm","two","Clay Steell",14,1,NA,NA,4,"4 urchins, covered in Desmarestia.","140",NA,"two_warm_140","cool_warm_140","cool_2W3","cool_3","cool_warm"
"1229","third",2023-06-26,"cool","2W3","2W","3","orange","warm","two","Clay Steell",14,1,NA,NA,4,"4 urchins, covered in Desmarestia.","140",NA,"two_warm_140","cool_warm_140","cool_2W3","cool_3","cool_warm"
"1230","third",2023-06-26,"cool","2W3","2W","3","orange","warm","two","Clay Steell",14,1,NA,NA,4,"4 urchins, covered in Desmarestia.","140",NA,"two_warm_140","cool_warm_140","cool_2W3","cool_3","cool_warm"
"1231","third",2023-06-26,"cool","2W3","2W","3","orange","warm","two","Clay Steell",14,1,NA,NA,4,"4 urchins, covered in Desmarestia.","140",NA,"two_warm_140","cool_warm_140","cool_2W3","cool_3","cool_warm"
"1233","third",2023-06-26,"cool","10C4","10C","4","green","cool","ten","Lauren Dykman",NA,0,NA,NA,5,"5 urchins","140",NA,"ten_cool_140","cool_cool_140","cool_10C4","cool_4","cool_cool"
"1234","third",2023-06-26,"cool","10C4","10C","4","green","cool","ten","Lauren Dykman",NA,0,NA,NA,5,"5 urchins","140",NA,"ten_cool_140","cool_cool_140","cool_10C4","cool_4","cool_cool"
"1235","third",2023-06-26,"cool","10C4","10C","4","green","cool","ten","Lauren Dykman",NA,0,NA,NA,5,"5 urchins","140",NA,"ten_cool_140","cool_cool_140","cool_10C4","cool_4","cool_cool"
"1236","third",2023-06-26,"cool","10C4","10C","4","green","cool","ten","Lauren Dykman",NA,0,NA,NA,5,"5 urchins","140",NA,"ten_cool_140","cool_cool_140","cool_10C4","cool_4","cool_cool"
"1237","third",2023-06-26,"cool","10C4","10C","4","green","cool","ten","Lauren Dykman",NA,0,NA,NA,5,"5 urchins","140",NA,"ten_cool_140","cool_cool_140","cool_10C4","cool_4","cool_cool"
"1238","third",2023-06-26,"cool","10W4","10W","4","red","warm","ten","Clay Steell",NA,0,NA,NA,11,"11 urchins","140",NA,"ten_warm_140","cool_warm_140","cool_10W4","cool_4","cool_warm"
"1239","third",2023-06-26,"cool","10W4","10W","4","red","warm","ten","Clay Steell",NA,0,NA,NA,11,"11 urchins","140",NA,"ten_warm_140","cool_warm_140","cool_10W4","cool_4","cool_warm"
"1240","third",2023-06-26,"cool","10W4","10W","4","red","warm","ten","Clay Steell",NA,0,NA,NA,11,"11 urchins","140",NA,"ten_warm_140","cool_warm_140","cool_10W4","cool_4","cool_warm"
"1241","third",2023-06-26,"cool","10W4","10W","4","red","warm","ten","Clay Steell",NA,0,NA,NA,11,"11 urchins","140",NA,"ten_warm_140","cool_warm_140","cool_10W4","cool_4","cool_warm"
"1242","third",2023-06-26,"cool","10W4","10W","4","red","warm","ten","Clay Steell",NA,0,NA,NA,11,"11 urchins","140",NA,"ten_warm_140","cool_warm_140","cool_10W4","cool_4","cool_warm"
"1243","third",2023-06-26,"cool","C4","2C","4","yellow","cool","two","Lauren Dykman",NA,0,NA,NA,1,"1 urchin","140",NA,"two_cool_140","cool_cool_140","cool_C4","cool_4","cool_cool"
"1244","third",2023-06-26,"cool","C4","2C","4","yellow","cool","two","Lauren Dykman",NA,0,NA,NA,1,"1 urchin","140",NA,"two_cool_140","cool_cool_140","cool_C4","cool_4","cool_cool"
"1245","third",2023-06-26,"cool","C4","2C","4","yellow","cool","two","Lauren Dykman",NA,0,NA,NA,1,"1 urchin","140",NA,"two_cool_140","cool_cool_140","cool_C4","cool_4","cool_cool"
"1246","third",2023-06-26,"cool","C4","2C","4","yellow","cool","two","Lauren Dykman",NA,0,NA,NA,1,"1 urchin","140",NA,"two_cool_140","cool_cool_140","cool_C4","cool_4","cool_cool"
"1247","third",2023-06-26,"cool","C4","2C","4","yellow","cool","two","Lauren Dykman",NA,0,NA,NA,1,"1 urchin","140",NA,"two_cool_140","cool_cool_140","cool_C4","cool_4","cool_cool"
"1248","third",2023-06-26,"cool","2W4","2W","4","orange","warm","two","Clay Steell",NA,0,NA,NA,5,"5 urchins","140",NA,"two_warm_140","cool_warm_140","cool_2W4","cool_4","cool_warm"
"1249","third",2023-06-26,"cool","2W4","2W","4","orange","warm","two","Clay Steell",NA,0,NA,NA,5,"5 urchins","140",NA,"two_warm_140","cool_warm_140","cool_2W4","cool_4","cool_warm"
"1250","third",2023-06-26,"cool","2W4","2W","4","orange","warm","two","Clay Steell",NA,0,NA,NA,5,"5 urchins","140",NA,"two_warm_140","cool_warm_140","cool_2W4","cool_4","cool_warm"
"1251","third",2023-06-26,"cool","2W4","2W","4","orange","warm","two","Clay Steell",NA,0,NA,NA,5,"5 urchins","140",NA,"two_warm_140","cool_warm_140","cool_2W4","cool_4","cool_warm"
"1252","third",2023-06-26,"cool","2W4","2W","4","orange","warm","two","Clay Steell",NA,0,NA,NA,5,"5 urchins","140",NA,"two_warm_140","cool_warm_140","cool_2W4","cool_4","cool_warm"
"1254","third",2023-06-26,"cool","10C5","10C","5","green","cool","ten","Clay Steell",NA,0,NA,NA,2,"2 urchins","140",NA,"ten_cool_140","cool_cool_140","cool_10C5","cool_5","cool_cool"
"1255","third",2023-06-26,"cool","10C5","10C","5","green","cool","ten","Clay Steell",NA,0,NA,NA,2,"2 urchins","140",NA,"ten_cool_140","cool_cool_140","cool_10C5","cool_5","cool_cool"
"1256","third",2023-06-26,"cool","10C5","10C","5","green","cool","ten","Clay Steell",NA,0,NA,NA,2,"2 urchins","140",NA,"ten_cool_140","cool_cool_140","cool_10C5","cool_5","cool_cool"
"1257","third",2023-06-26,"cool","10C5","10C","5","green","cool","ten","Clay Steell",NA,0,NA,NA,2,"2 urchins","140",NA,"ten_cool_140","cool_cool_140","cool_10C5","cool_5","cool_cool"
"1258","third",2023-06-26,"cool","10C5","10C","5","green","cool","ten","Clay Steell",NA,0,NA,NA,2,"2 urchins","140",NA,"ten_cool_140","cool_cool_140","cool_10C5","cool_5","cool_cool"
"1259","third",2023-06-26,"cool","10W5","10W","5","red","warm","ten","Lauren Dykman",NA,0,NA,NA,3,"3 urchins","140",NA,"ten_warm_140","cool_warm_140","cool_10W5","cool_5","cool_warm"
"1260","third",2023-06-26,"cool","10W5","10W","5","red","warm","ten","Lauren Dykman",NA,0,NA,NA,3,"3 urchins","140",NA,"ten_warm_140","cool_warm_140","cool_10W5","cool_5","cool_warm"
"1261","third",2023-06-26,"cool","10W5","10W","5","red","warm","ten","Lauren Dykman",NA,0,NA,NA,3,"3 urchins","140",NA,"ten_warm_140","cool_warm_140","cool_10W5","cool_5","cool_warm"
"1262","third",2023-06-26,"cool","10W5","10W","5","red","warm","ten","Lauren Dykman",NA,0,NA,NA,3,"3 urchins","140",NA,"ten_warm_140","cool_warm_140","cool_10W5","cool_5","cool_warm"
"1263","third",2023-06-26,"cool","10W5","10W","5","red","warm","ten","Lauren Dykman",NA,0,NA,NA,3,"3 urchins","140",NA,"ten_warm_140","cool_warm_140","cool_10W5","cool_5","cool_warm"
"1264","third",2023-06-26,"cool","2C5","2C","5","blue","cool","two","Clay Steell",NA,0,NA,NA,4,"4 urchins","140",NA,"two_cool_140","cool_cool_140","cool_2C5","cool_5","cool_cool"
"1265","third",2023-06-26,"cool","2C5","2C","5","blue","cool","two","Clay Steell",NA,0,NA,NA,4,"4 urchins","140",NA,"two_cool_140","cool_cool_140","cool_2C5","cool_5","cool_cool"
"1266","third",2023-06-26,"cool","2C5","2C","5","blue","cool","two","Clay Steell",NA,0,NA,NA,4,"4 urchins","140",NA,"two_cool_140","cool_cool_140","cool_2C5","cool_5","cool_cool"
"1267","third",2023-06-26,"cool","2C5","2C","5","blue","cool","two","Clay Steell",NA,0,NA,NA,4,"4 urchins","140",NA,"two_cool_140","cool_cool_140","cool_2C5","cool_5","cool_cool"
"1268","third",2023-06-26,"cool","2C5","2C","5","blue","cool","two","Clay Steell",NA,0,NA,NA,4,"4 urchins","140",NA,"two_cool_140","cool_cool_140","cool_2C5","cool_5","cool_cool"
"1269","third",2023-06-26,"cool","2W5","2W","5","orange","warm","two","Lauren Dykman",NA,0,NA,NA,3,"3 urchins","140",NA,"two_warm_140","cool_warm_140","cool_2W5","cool_5","cool_warm"
"1270","third",2023-06-26,"cool","2W5","2W","5","orange","warm","two","Lauren Dykman",NA,0,NA,NA,3,"3 urchins","140",NA,"two_warm_140","cool_warm_140","cool_2W5","cool_5","cool_warm"
"1271","third",2023-06-26,"cool","2W5","2W","5","orange","warm","two","Lauren Dykman",NA,0,NA,NA,3,"3 urchins","140",NA,"two_warm_140","cool_warm_140","cool_2W5","cool_5","cool_warm"
"1272","third",2023-06-26,"cool","2W5","2W","5","orange","warm","two","Lauren Dykman",NA,0,NA,NA,3,"3 urchins","140",NA,"two_warm_140","cool_warm_140","cool_2W5","cool_5","cool_warm"
"1273","third",2023-06-26,"cool","2W5","2W","5","orange","warm","two","Lauren Dykman",NA,0,NA,NA,3,"3 urchins","140",NA,"two_warm_140","cool_warm_140","cool_2W5","cool_5","cool_warm"
"1275","third",2023-06-26,"cool","10C6","10C","6","green","cool","ten","Clay Steell",NA,0,NA,NA,5,"5 urchins","140",NA,"ten_cool_140","cool_cool_140","cool_10C6","cool_6","cool_cool"
"1276","third",2023-06-26,"cool","10C6","10C","6","green","cool","ten","Clay Steell",NA,0,NA,NA,5,"5 urchins","140",NA,"ten_cool_140","cool_cool_140","cool_10C6","cool_6","cool_cool"
"1277","third",2023-06-26,"cool","10C6","10C","6","green","cool","ten","Clay Steell",NA,0,NA,NA,5,"5 urchins","140",NA,"ten_cool_140","cool_cool_140","cool_10C6","cool_6","cool_cool"
"1278","third",2023-06-26,"cool","10C6","10C","6","green","cool","ten","Clay Steell",NA,0,NA,NA,5,"5 urchins","140",NA,"ten_cool_140","cool_cool_140","cool_10C6","cool_6","cool_cool"
"1279","third",2023-06-26,"cool","10C6","10C","6","green","cool","ten","Clay Steell",NA,0,NA,NA,5,"5 urchins","140",NA,"ten_cool_140","cool_cool_140","cool_10C6","cool_6","cool_cool"
"1280","third",2023-06-26,"cool","10W6","10W","6","red","warm","ten","Lauren Dykman",NA,0,NA,NA,2,"2 urchins. Feather boa kelp.","140",NA,"ten_warm_140","cool_warm_140","cool_10W6","cool_6","cool_warm"
"1281","third",2023-06-26,"cool","10W6","10W","6","red","warm","ten","Lauren Dykman",NA,0,NA,NA,2,"2 urchins. Feather boa kelp.","140",NA,"ten_warm_140","cool_warm_140","cool_10W6","cool_6","cool_warm"
"1282","third",2023-06-26,"cool","10W6","10W","6","red","warm","ten","Lauren Dykman",NA,0,NA,NA,2,"2 urchins. Feather boa kelp.","140",NA,"ten_warm_140","cool_warm_140","cool_10W6","cool_6","cool_warm"
"1283","third",2023-06-26,"cool","10W6","10W","6","red","warm","ten","Lauren Dykman",NA,0,NA,NA,2,"2 urchins. Feather boa kelp.","140",NA,"ten_warm_140","cool_warm_140","cool_10W6","cool_6","cool_warm"
"1284","third",2023-06-26,"cool","10W6","10W","6","red","warm","ten","Lauren Dykman",NA,0,NA,NA,2,"2 urchins. Feather boa kelp.","140",NA,"ten_warm_140","cool_warm_140","cool_10W6","cool_6","cool_warm"
"1285","third",2023-06-26,"cool","2C6","2C","6","blue","cool","two","Clay Steell",NA,0,NA,NA,7,"7 urchins","140",NA,"two_cool_140","cool_cool_140","cool_2C6","cool_6","cool_cool"
"1286","third",2023-06-26,"cool","2C6","2C","6","blue","cool","two","Clay Steell",NA,0,NA,NA,7,"7 urchins","140",NA,"two_cool_140","cool_cool_140","cool_2C6","cool_6","cool_cool"
"1287","third",2023-06-26,"cool","2C6","2C","6","blue","cool","two","Clay Steell",NA,0,NA,NA,7,"7 urchins","140",NA,"two_cool_140","cool_cool_140","cool_2C6","cool_6","cool_cool"
"1288","third",2023-06-26,"cool","2C6","2C","6","blue","cool","two","Clay Steell",NA,0,NA,NA,7,"7 urchins","140",NA,"two_cool_140","cool_cool_140","cool_2C6","cool_6","cool_cool"
"1289","third",2023-06-26,"cool","2C6","2C","6","blue","cool","two","Clay Steell",NA,0,NA,NA,7,"7 urchins","140",NA,"two_cool_140","cool_cool_140","cool_2C6","cool_6","cool_cool"
"1290","third",2023-06-26,"cool","2W6","2W","6","orange","warm","two","Lauren Dykman",NA,0,NA,NA,8,"8 urchins","140",NA,"two_warm_140","cool_warm_140","cool_2W6","cool_6","cool_warm"
"1291","third",2023-06-26,"cool","2W6","2W","6","orange","warm","two","Lauren Dykman",NA,0,NA,NA,8,"8 urchins","140",NA,"two_warm_140","cool_warm_140","cool_2W6","cool_6","cool_warm"
"1292","third",2023-06-26,"cool","2W6","2W","6","orange","warm","two","Lauren Dykman",NA,0,NA,NA,8,"8 urchins","140",NA,"two_warm_140","cool_warm_140","cool_2W6","cool_6","cool_warm"
"1293","third",2023-06-26,"cool","2W6","2W","6","orange","warm","two","Lauren Dykman",NA,0,NA,NA,8,"8 urchins","140",NA,"two_warm_140","cool_warm_140","cool_2W6","cool_6","cool_warm"
"1294","third",2023-06-26,"cool","2W6","2W","6","orange","warm","two","Lauren Dykman",NA,0,NA,NA,8,"8 urchins","140",NA,"two_warm_140","cool_warm_140","cool_2W6","cool_6","cool_warm"
"1296","third",2023-06-26,"cool","10C7","10C","7","green","cool","ten","Lauren Dykman",NA,0,NA,NA,4,"4 urchins","140",NA,"ten_cool_140","cool_cool_140","cool_10C7","cool_7","cool_cool"
"1297","third",2023-06-26,"cool","10C7","10C","7","green","cool","ten","Lauren Dykman",NA,0,NA,NA,4,"4 urchins","140",NA,"ten_cool_140","cool_cool_140","cool_10C7","cool_7","cool_cool"
"1298","third",2023-06-26,"cool","10C7","10C","7","green","cool","ten","Lauren Dykman",NA,0,NA,NA,4,"4 urchins","140",NA,"ten_cool_140","cool_cool_140","cool_10C7","cool_7","cool_cool"
"1299","third",2023-06-26,"cool","10C7","10C","7","green","cool","ten","Lauren Dykman",NA,0,NA,NA,4,"4 urchins","140",NA,"ten_cool_140","cool_cool_140","cool_10C7","cool_7","cool_cool"
"1300","third",2023-06-26,"cool","10C7","10C","7","green","cool","ten","Lauren Dykman",NA,0,NA,NA,4,"4 urchins","140",NA,"ten_cool_140","cool_cool_140","cool_10C7","cool_7","cool_cool"
"1301","third",2023-06-26,"cool","10W7","10W","7","red","warm","ten","Clay Steell",NA,0,NA,NA,6,"6 urchins","140",NA,"ten_warm_140","cool_warm_140","cool_10W7","cool_7","cool_warm"
"1302","third",2023-06-26,"cool","10W7","10W","7","red","warm","ten","Clay Steell",NA,0,NA,NA,6,"6 urchins","140",NA,"ten_warm_140","cool_warm_140","cool_10W7","cool_7","cool_warm"
"1303","third",2023-06-26,"cool","10W7","10W","7","red","warm","ten","Clay Steell",NA,0,NA,NA,6,"6 urchins","140",NA,"ten_warm_140","cool_warm_140","cool_10W7","cool_7","cool_warm"
"1304","third",2023-06-26,"cool","10W7","10W","7","red","warm","ten","Clay Steell",NA,0,NA,NA,6,"6 urchins","140",NA,"ten_warm_140","cool_warm_140","cool_10W7","cool_7","cool_warm"
"1305","third",2023-06-26,"cool","10W7","10W","7","red","warm","ten","Clay Steell",NA,0,NA,NA,6,"6 urchins","140",NA,"ten_warm_140","cool_warm_140","cool_10W7","cool_7","cool_warm"
"1306","third",2023-06-26,"cool","2C7","2C","7","blue","cool","two","Lauren Dykman",NA,0,NA,NA,2,"2 urchins","140",NA,"two_cool_140","cool_cool_140","cool_2C7","cool_7","cool_cool"
"1307","third",2023-06-26,"cool","2C7","2C","7","blue","cool","two","Lauren Dykman",NA,0,NA,NA,2,"2 urchins","140",NA,"two_cool_140","cool_cool_140","cool_2C7","cool_7","cool_cool"
"1308","third",2023-06-26,"cool","2C7","2C","7","blue","cool","two","Lauren Dykman",NA,0,NA,NA,2,"2 urchins","140",NA,"two_cool_140","cool_cool_140","cool_2C7","cool_7","cool_cool"
"1309","third",2023-06-26,"cool","2C7","2C","7","blue","cool","two","Lauren Dykman",NA,0,NA,NA,2,"2 urchins","140",NA,"two_cool_140","cool_cool_140","cool_2C7","cool_7","cool_cool"
"1310","third",2023-06-26,"cool","2C7","2C","7","blue","cool","two","Lauren Dykman",NA,0,NA,NA,2,"2 urchins","140",NA,"two_cool_140","cool_cool_140","cool_2C7","cool_7","cool_cool"
"1311","third",2023-06-26,"cool","2W7","2W","7","orange","warm","two","Clay Steell",9,0,NA,NA,1,"1 urchin, lots of Desmarestia.","140",NA,"two_warm_140","cool_warm_140","cool_2W7","cool_7","cool_warm"
"1312","third",2023-06-26,"cool","2W7","2W","7","orange","warm","two","Clay Steell",9,0,NA,NA,1,"1 urchin, lots of Desmarestia.","140",NA,"two_warm_140","cool_warm_140","cool_2W7","cool_7","cool_warm"
"1313","third",2023-06-26,"cool","2W7","2W","7","orange","warm","two","Clay Steell",9,0,NA,NA,1,"1 urchin, lots of Desmarestia.","140",NA,"two_warm_140","cool_warm_140","cool_2W7","cool_7","cool_warm"
"1314","third",2023-06-26,"cool","2W7","2W","7","orange","warm","two","Clay Steell",9,0,NA,NA,1,"1 urchin, lots of Desmarestia.","140",NA,"two_warm_140","cool_warm_140","cool_2W7","cool_7","cool_warm"
"1315","third",2023-06-26,"cool","2W7","2W","7","orange","warm","two","Clay Steell",9,0,NA,NA,1,"1 urchin, lots of Desmarestia.","140",NA,"two_warm_140","cool_warm_140","cool_2W7","cool_7","cool_warm"
"1317","third",2023-06-26,"cool","10C8","10C","8","green","cool","ten","Lauren Dykman",NA,0,NA,NA,9,"9 urchins","140",NA,"ten_cool_140","cool_cool_140","cool_10C8","cool_8","cool_cool"
"1318","third",2023-06-26,"cool","10C8","10C","8","green","cool","ten","Lauren Dykman",NA,0,NA,NA,9,"9 urchins","140",NA,"ten_cool_140","cool_cool_140","cool_10C8","cool_8","cool_cool"
"1319","third",2023-06-26,"cool","10C8","10C","8","green","cool","ten","Lauren Dykman",NA,0,NA,NA,9,"9 urchins","140",NA,"ten_cool_140","cool_cool_140","cool_10C8","cool_8","cool_cool"
"1320","third",2023-06-26,"cool","10C8","10C","8","green","cool","ten","Lauren Dykman",NA,0,NA,NA,9,"9 urchins","140",NA,"ten_cool_140","cool_cool_140","cool_10C8","cool_8","cool_cool"
"1321","third",2023-06-26,"cool","10C8","10C","8","green","cool","ten","Lauren Dykman",NA,0,NA,NA,9,"9 urchins","140",NA,"ten_cool_140","cool_cool_140","cool_10C8","cool_8","cool_cool"
"1322","third",2023-06-26,"cool","10W8","10W","8","red","warm","ten","Clay Steell",NA,0,NA,NA,4,"4 urchins","140",NA,"ten_warm_140","cool_warm_140","cool_10W8","cool_8","cool_warm"
"1323","third",2023-06-26,"cool","10W8","10W","8","red","warm","ten","Clay Steell",NA,0,NA,NA,4,"4 urchins","140",NA,"ten_warm_140","cool_warm_140","cool_10W8","cool_8","cool_warm"
